time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.611446,0.0203,0.0966,-0.1883,0.213
5.616029,0.0648,0.1211,-0.1582,0.210
5.621478,0.0677,0.1148,-0.1686,0.215
5.626890,0.0248,0.0874,-0.1956,0.216
5.633013,-0.0160,0.0793,-0.2532,0.266
5.636843,0.0026,0.0691,-0.2509,0.260
5.642946,0.0064,0.0662,-0.1893,0.201
5.645755,0.0361,0.0467,-0.1258,0.139
5.650468,0.0252,0.0581,-0.0581,0.086
5.655972,0.0262,0.0693,-0.0052,0.074
5.660366,0.0297,0.0563,0.0473,0.079
5.671466,0.0336,0.0217,0.0590,0.071
5.672306,0.0072,0.0204,0.0824,0.085
5.678564,-0.0939,0.0119,0.0984,0.137
5.679224,-0.1031,-0.0034,0.0621,0.120
5.694099,-0.0307,-0.0281,0.0877,0.097
5.695164,0.0254,-0.0311,0.0465,0.061
5.695591,0.0340,-0.0459,0.0390,0.069
5.701634,-0.0054,-0.0345,-0.0113,0.037
5.704463,-0.0236,-0.0373,-0.0682,0.081
5.708847,-0.0654,-0.0540,-0.1507,0.173
5.715215,-0.0287,-0.0797,-0.1899,0.208
5.720578,0.0236,-0.0335,-0.2476,0.251
5.725159,-0.0036,0.0245,-0.1981,0.200
5.728568,0.0419,0.0370,-0.1299,0.141
5.733819,0.0836,0.0565,-0.0337,0.106
5.739687,0.1216,0.0186,0.0381,0.129
5.743223,0.1136,0.0092,0.0807,0.140
5.755025,0.0482,-0.0077,0.1373,0.146
5.755950,0.0426,-0.0342,0.0961,0.111
5.760543,0.0439,0.0007,0.1194,0.127
5.773856,0.0618,-0.0029,0.1283,0.142
5.774866,0.0272,-0.0163,0.1039,0.109
5.775307,-0.0187,-0.0132,0.1247,0.127
5.783312,-0.0472,-0.0078,0.1383,0.146
5.784687,-0.0630,-0.0404,0.1185,0.140
5.789005,-0.0750,-0.0630,0.0631,0.117
5.792580,-0.0071,-0.0778,-0.0061,0.078
5.798327,0.0048,-0.0823,-0.0369,0.090
5.802080,-0.0038,-0.0792,-0.0367,0.087
5.807946,-0.0067,-0.0706,-0.0650,0.096
5.814084,0.0073,-0.0333,-0.0741,0.082
5.818035,-0.0189,-0.0124,-0.0523,0.057
5.821801,0.0050,0.0133,-0.0022,0.014
5.827891,0.0000,0.0221,-0.0000,0.022
5.832819,0.0707,0.0261,0.0093,0.076
5.838329,0.0834,0.0134,0.0091,0.085
5.842226,0.0482,0.0267,0.0303,0.063
5.847079,0.0175,0.0160,0.0181,0.030
5.853890,0.0364,0.0384,0.0321,0.062
5.857503,0.0526,0.0532,0.0295,0.080
5.872501,0.0777,0.0631,0.0506,0.112
5.873505,0.0595,0.0466,0.0478,0.089
5.874032,-0.0133,0.0182,0.0641,0.068
5.877744,-0.0549,-0.0101,0.0850,0.102
5.903587,-0.0961,-0.0053,0.0986,0.138
5.904390,-0.1248,-0.0318,0.1335,0.185
5.904757,-0.1031,-0.0013,0.1586,0.189
5.905100,-0.0554,0.0238,0.1597,0.171
5.905506,-0.0813,0.0201,0.1180,0.145
5.906702,-0.0353,0.0117,0.0316,0.049
